124.3213577,0.0000000,0.0000000,nan,-0.0997278,0.0008727,nan,0.0000000,2.1378572
124.3746109,0.0000000,0.0000000,nan,-0.1041023,-0.0011027,nan,0.0000000,2.3466513
124.4280548,0.0000000,0.0000000,nan,-0.0793534,-0.0001139,nan,0.0000000,2.3457589
124.4813766,0.0000000,0.0000000,nan,-0.0933290,-0.0044639,nan,0.0000000,2.1771443
124.5346069,0.0000000,0.0000000,nan,-0.0931169,-0.0049234,nan,0.0000000,2.3381636
124.5880585,0.0000000,0.0000000,nan,-0.1090573,-0.0059201,nan,0.0000000,2.3021526
124.6413574,0.0000000,0.0000000,nan,-0.0902520,-0.0088610,nan,0.0000000,1.9541425
124.6946182,0.0000000,0.0000000,nan,-0.0757741,-0.0123537,nan,0.0000000,2.2848985
124.7480392,0.0000000,0.0000000,nan,-0.0839160,-0.0102373,nan,0.0000000,2.2638466
124.8013611,0.0000000,0.0000000,nan,-0.1152655,-0.0141026,nan,0.0000000,2.2834787
124.8546066,0.0000000,0.0000000,nan,-0.1046924,-0.0166457,nan,0.0000000,2.3488810
124.9081116,0.0000000,0.0000000,nan,-0.0915557,-0.0210901,nan,0.0000000,2.5099580
124.9613647,0.0000000,0.0000000,nan,-0.0369112,-0.0097801,nan,0.0000000,2.5099580
125.0146103,0.0000000,0.0000000,nan,-0.0523578,-0.0191571,nan,0.0000000,3.0977612
125.0680618,0.0000000,0.0000000,nan,-0.0332897,-0.0155456,nan,0.0000000,3.4318290
125.1213608,0.0000000,0.0000000,nan,-0.0535578,-0.0182510,nan,0.0000000,3.4481342
125.1746063,0.0000000,0.0000000,nan,-0.0343159,-0.0186808,nan,0.0000000,3.5526788
125.2281265,0.0000000,0.0000000,nan,0.0020676,-0.0211437,nan,0.0000000,4.0284677
125.2813644,0.0000000,0.0000000,nan,0.0108431,-0.0162198,nan,0.0000000,3.7765462
125.3346024,0.0000000,0.0000000,nan,0.0090609,-0.0295094,nan,0.0000000,3.9184897
125.3880997,0.0000000,0.0000000,nan,0.0629084,-0.0190636,nan,0.0000000,3.9940252
