-0.0045210,-0.0059259,12.4474945,166.1179504,0.0000000,0.0000000
-0.0019452,-0.0059948,12.4472103,166.1704559,0.0000000,0.0000000
-0.0049615,-0.0046801,12.4491158,166.2229767,0.0000000,0.0000000
-0.0056285,-0.0069129,12.4491653,166.2754059,0.0000000,0.0000000
-0.0057446,-0.0066625,12.4483986,166.3279877,0.0000000,0.0000000
-0.0034367,-0.0071064,12.4464502,166.3804474,0.0000000,0.0000000
-0.0027892,-0.0068300,12.4455633,166.4329071,0.0000000,0.0000000
-0.0079562,-0.0058223,12.4473314,166.4854736,0.0000000,0.0000000
-0.0094911,-0.0061185,12.4469318,166.5379486,0.0000000,0.0000000
-0.0066932,-0.0064400,12.4460363,166.5904541,0.0000000,0.0000000
-0.0080318,-0.0051942,12.4464703,166.6429138,0.0000000,0.0000000
-0.0049573,-0.0064380,12.4486084,166.6955109,0.0000000,0.0000000
-0.0043948,-0.0057019,12.4485340,166.7479248,0.0000000,0.0000000
-0.0052116,-0.0071974,12.4479170,166.8004150,0.0000000,0.0000000
-0.0050240,-0.0067603,12.4477634,166.8529663,0.0000000,0.0000000
-0.0071082,-0.0067921,12.4479065,166.9054718,0.0000000,0.0000000
-0.0041391,-0.0066019,12.4461870,166.9579315,0.0000000,0.0000000
-0.0052442,-0.0047603,12.4468584,167.0104523,0.0000000,0.0000000
-0.0021279,-0.0057869,12.4474564,167.0629578,0.0000000,0.0000000
-0.0021261,-0.0060895,12.4464436,167.1154327,0.0000000,0.0000000
-0.0082302,-0.0061118,12.4462233,167.1679230,0.0000000,0.0000000
-0.0096734,-0.0050035,12.4500237,167.2204590,0.0000000,0.0000000
-0.0099421,-0.0076357,12.4497776,167.2729492,0.0000000,0.0000000
-0.0038932,-0.0064299,12.4467745,167.3254547,0.0000000,0.0000000
-0.0044054,-0.0053942,12.4466228,167.3779449,0.0000000,0.0000000
-0.0061962,-0.0056175,12.4472837,167.4304199,0.0000000,0.0000000
-0.0073335,-0.0061100,12.4467411,167.4829254,0.0000000,0.0000000
-0.0079176,-0.0053988,12.4469681,167.5354309,0.0000000,0.0000000
-0.0070537,-0.0052637,12.4484882,167.5879974,0.0000000,0.0000000
-0.0063119,-0.0059091,12.4475765,167.6404114,0.0000000,0.0000000
-0.0073225,-0.0048003,12.4476128,167.6929321,0.0000000,0.0000000
-0.0048852,-0.0065795,12.4467945,167.7454681,0.0000000,0.0000000
-0.0045908,-0.0062516,12.4469805,167.7979126,0.0000000,0.0000000
-0.0049096,-0.0069056,12.4461985,167.8504181,0.0000000,0.0000000
-0.0054230,-0.0058399,12.4490242,167.9029388,0.0000000,0.0000000
-0.0045959,-0.0055825,12.4473171,167.9554749,0.0000000,0.0000000
-0.0074077,-0.0077786,12.4488354,168.0079041,0.0000000,0.0000000
-0.0069293,-0.0062739,12.4482069,168.0604706,0.0000000,0.0000000
-0.0085240,-0.0064210,12.4482517,168.1129456,0.0000000,0.0000000
-0.0033470,-0.0054323,12.4461555,168.1654358,0.0000000,0.0000000
-0.0023219,-0.0056923,12.4441767,168.2179108,0.0000000,0.0000000
-0.0064712,-0.0056000,12.4511261,169.3204956,0.0000000,0.0000000
-0.0046422,-0.0063594,12.4485979,169.3729401,0.0000000,0.0000000
-0.0039987,-0.0066651,12.4474335,169.4254150,0.0000000,0.0000000
-0.0083991,-0.0061583,12.4484529,169.4779663,0.0000000,0.0000000
-0.0076590,-0.0072636,12.4456148,169.5304413,0.0000000,0.0000000
-0.0050779,-0.0064894,12.4478130,169.5829010,0.0000000,0.0000000
-0.0044619,-0.0060327,12.4472809,169.6354370,0.0000000,0.0000000
-0.0068608,-0.0057460,12.4467611,169.6879730,0.0000000,0.0000000
-0.0080310,-0.0063503,12.4464960,169.7404327,0.0000000,0.0000000
-0.0079159,-0.0043635,12.4464674,169.7929382,0.0000000,0.0000000
-0.0052472,-0.0040307,12.4431219,169.8454437,0.0000000,0.0000000
-0.0072837,-0.0028854,12.4435234,169.8979645,0.0000000,0.0000000
-0.0080525,-0.0046330,12.4454794,169.9504089,0.0000000,0.0000000
-0.0070657,-0.0052833,12.4460697,170.0029755,0.0000000,0.0000000
-0.0063818,-0.0055139,12.4475193,170.0554352,0.0000000,0.0000000
-0.0054005,-0.0070728,12.4481754,170.1079559,0.0000000,0.0000000
-0.0064751,-0.0078712,12.4477510,170.1604004,0.0000000,0.0000000
-0.0101890,-0.0070429,12.4482002,170.2129822,0.0000000,0.0000000
-0.0065395,-0.0060926,12.4451656,170.2654266,0.0000000,0.0000000
-0.0042899,-0.0021153,12.4477987,170.3179016,0.0000000,0.0000000
-0.0060975,-0.0039023,12.4479046,170.3705139,0.0000000,0.0000000
-0.0053548,-0.0065486,12.4516850,170.4229431,0.0000000,0.0000000
-0.0068202,-0.0063084,12.4511929,170.4754333,0.0000000,0.0000000
-0.0045822,-0.0052306,12.4479427,170.5279541,0.0000000,0.0000000
-0.0067693,-0.0049943,12.4479017,170.5804443,0.0000000,0.0000000
-0.0047721,-0.0066351,12.4460001,170.6329193,0.0000000,0.0000000
-0.0026400,-0.0069535,12.4447851,170.6854706,0.0000000,0.0000000
-0.0057306,-0.0072043,12.4476252,170.7379608,0.0000000,0.0000000
-0.0042622,-0.0051914,12.4480066,170.7904358,0.0000000,0.0000000
-0.0072117,-0.0068934,12.4505682,170.8429260,0.0000000,0.0000000
-0.0071655,-0.0067566,12.4496346,170.8954468,0.0000000,0.0000000
-0.0060552,-0.0094152,12.4479437,170.9479370,0.0000000,0.0000000
-0.0041657,-0.0072572,12.4480791,171.0004120,0.0000000,0.0000000
-0.0041139,-0.0057420,12.4447670,171.0529785,0.0000000,0.0000000
-0.0018586,-0.0061809,12.4432287,171.1054230,0.0000000,0.0000000
-0.0043936,-0.0075703,12.4479771,171.1579285,0.0000000,0.0000000
-0.0060619,-0.0054893,12.4467592,171.2104492,0.0000000,0.0000000
-0.0041716,-0.0052882,12.4491215,171.2629700,0.0000000,0.0000000
-0.0043810,-0.0062991,12.4465237,171.3153992,0.0000000,0.0000000
-0.0055946,-0.0045417,12.4455442,171.3679352,0.0000000,0.0000000
-0.0062142,-0.0067258,12.4470730,171.4204865,0.0000000,0.0000000
-0.0026163,-0.0061289,12.4433374,172.5229645,0.0000000,0.0000000
-0.0064130,-0.0056250,12.4479294,172.5754089,0.0000000,0.0000000
-0.0064909,-0.0055517,12.4491634,172.6279755,0.0000000,0.0000000
-0.0025722,-0.0067939,12.4474039,172.6804504,0.0000000,0.0000000
-0.0050713,-0.0060866,12.4459419,172.7329102,0.0000000,0.0000000
-0.0049961,-0.0028370,12.4432631,172.7854614,0.0000000,0.0000000
-0.0051823,-0.0056701,12.4456549,172.8379517,0.0000000,0.0000000
-0.0025498,-0.0048316,12.4459801,172.8904572,0.0000000,0.0000000
-0.0043518,-0.0064817,12.4472084,172.9429169,0.0000000,0.0000000
-0.0071384,-0.0053687,12.4475136,172.9954681,0.0000000,0.0000000
-0.0072019,-0.0060136,12.4480467,173.0479431,0.0000000,0.0000000
-0.0051019,-0.0067489,12.4475145,173.1004333,0.0000000,0.0000000
-0.0031028,-0.0076036,12.4469881,173.1529541,0.0000000,0.0000000
-0.0063925,-0.0075228,12.4487476,173.2054596,0.0000000,0.0000000
